name,required,dimensions,dimnames,bmtype,units,long_name,dtype,sumtype,inwc,insed,dissol,decay,partic,fill.value,passive,svel,xvel,psize,b_dens,i_conc,f_conc,wc.hor.pattern,wc.ver.pattern,sediment,wc.hor.scalar
Sandlance2_ResN,FALSE,2,[ z b ],tracer,mg N,Individual reserve N for Sandlance cohort 2,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Sandlance3_ResN,FALSE,2,[ z b ],tracer,mg N,Individual reserve N for Sandlance cohort 3,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Sandlance4_ResN,FALSE,2,[ z b ],tracer,mg N,Individual reserve N for Sandlance cohort 4,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Sandlance5_ResN,FALSE,2,[ z b ],tracer,mg N,Individual reserve N for Sandlance cohort 5,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Sandlance6_ResN,FALSE,2,[ z b ],tracer,mg N,Individual reserve N for Sandlance cohort 6,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Sandlance7_ResN,FALSE,2,[ z b ],tracer,mg N,Individual reserve N for Sandlance cohort 7,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Chinook_salmon_N,FALSE,2,[ z b ],tracer,mg N m-3,Chinook_salmon total N,0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,constant,uniform,0,0
Chinook_salmon1_Nums,FALSE,2,[ z b ],tracer,1,Numbers of Chinook_salmon cohort 1,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,custom,surface,0,0
Chinook_salmon2_Nums,FALSE,2,[ z b ],tracer,1,Numbers of Chinook_salmon cohort 2,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,custom,surface,0,0
Chinook_salmon3_Nums,FALSE,2,[ z b ],tracer,1,Numbers of Chinook_salmon cohort 3,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,custom,surface,0,0
Chinook_salmon4_Nums,FALSE,2,[ z b ],tracer,1,Numbers of Chinook_salmon cohort 4,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,custom,surface,0,0
Chinook_salmon5_Nums,FALSE,2,[ z b ],tracer,1,Numbers of Chinook_salmon cohort 5,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,custom,surface,0,0
Chinook_salmon1_StructN,FALSE,2,[ z b ],tracer,mg N,Individual structural N for Chinook_salmon cohort 1,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Chinook_salmon2_StructN,FALSE,2,[ z b ],tracer,mg N,Individual structural N for Chinook_salmon cohort 2,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Chinook_salmon3_StructN,FALSE,2,[ z b ],tracer,mg N,Individual structural N for Chinook_salmon cohort 3,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Chinook_salmon4_StructN,FALSE,2,[ z b ],tracer,mg N,Individual structural N for Chinook_salmon cohort 4,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Chinook_salmon5_StructN,FALSE,2,[ z b ],tracer,mg N,Individual structural N for Chinook_salmon cohort 5,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Chinook_salmon1_ResN,FALSE,2,[ z b ],tracer,mg N,Individual reserve N for Chinook_salmon cohort 1,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Chinook_salmon2_ResN,FALSE,2,[ z b ],tracer,mg N,Individual reserve N for Chinook_salmon cohort 2,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Chinook_salmon3_ResN,FALSE,2,[ z b ],tracer,mg N,Individual reserve N for Chinook_salmon cohort 3,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Chinook_salmon4_ResN,FALSE,2,[ z b ],tracer,mg N,Individual reserve N for Chinook_salmon cohort 4,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Chinook_salmon5_ResN,FALSE,2,[ z b ],tracer,mg N,Individual reserve N for Chinook_salmon cohort 5,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Coho_salmon_N,FALSE,2,[ z b ],tracer,mg N m-3,Coho_salmon total N,0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,constant,uniform,0,0
Coho_salmon1_Nums,FALSE,2,[ z b ],tracer,1,Numbers of Coho_salmon cohort 1,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,custom,surface,0,0
Coho_salmon2_Nums,FALSE,2,[ z b ],tracer,1,Numbers of Coho_salmon cohort 2,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,custom,surface,0,0
Coho_salmon3_Nums,FALSE,2,[ z b ],tracer,1,Numbers of Coho_salmon cohort 3,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,custom,surface,0,0
Coho_salmon4_Nums,FALSE,2,[ z b ],tracer,1,Numbers of Coho_salmon cohort 4,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,custom,surface,0,0
Coho_salmon5_Nums,FALSE,2,[ z b ],tracer,1,Numbers of Coho_salmon cohort 5,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,custom,surface,0,0
Coho_salmon1_StructN,FALSE,2,[ z b ],tracer,mg N,Individual structural N for Coho_salmon cohort 1,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Coho_salmon2_StructN,FALSE,2,[ z b ],tracer,mg N,Individual structural N for Coho_salmon cohort 2,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Coho_salmon3_StructN,FALSE,2,[ z b ],tracer,mg N,Individual structural N for Coho_salmon cohort 3,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Coho_salmon4_StructN,FALSE,2,[ z b ],tracer,mg N,Individual structural N for Coho_salmon cohort 4,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Coho_salmon5_StructN,FALSE,2,[ z b ],tracer,mg N,Individual structural N for Coho_salmon cohort 5,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Coho_salmon1_ResN,FALSE,2,[ z b ],tracer,mg N,Individual reserve N for Coho_salmon cohort 1,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Coho_salmon2_ResN,FALSE,2,[ z b ],tracer,mg N,Individual reserve N for Coho_salmon cohort 2,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Coho_salmon3_ResN,FALSE,2,[ z b ],tracer,mg N,Individual reserve N for Coho_salmon cohort 3,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Coho_salmon4_ResN,FALSE,2,[ z b ],tracer,mg N,Individual reserve N for Coho_salmon cohort 4,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Coho_salmon5_ResN,FALSE,2,[ z b ],tracer,mg N,Individual reserve N for Coho_salmon cohort 5,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Sockeye_salmon_N,FALSE,2,[ z b ],tracer,mg N m-3,Sockeye_salmon total N,0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,constant,uniform,0,0
Sockeye_salmon1_Nums,FALSE,2,[ z b ],tracer,1,Numbers of Sockeye_salmon cohort 1,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,custom,surface,0,0
Sockeye_salmon2_Nums,FALSE,2,[ z b ],tracer,1,Numbers of Sockeye_salmon cohort 2,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,custom,surface,0,0
Sockeye_salmon3_Nums,FALSE,2,[ z b ],tracer,1,Numbers of Sockeye_salmon cohort 3,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,custom,surface,0,0
Sockeye_salmon4_Nums,FALSE,2,[ z b ],tracer,1,Numbers of Sockeye_salmon cohort 4,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,custom,surface,0,0
Sockeye_salmon5_Nums,FALSE,2,[ z b ],tracer,1,Numbers of Sockeye_salmon cohort 5,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,custom,surface,0,0
Sockeye_salmon1_StructN,FALSE,2,[ z b ],tracer,mg N,Individual structural N for Sockeye_salmon cohort 1,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Sockeye_salmon2_StructN,FALSE,2,[ z b ],tracer,mg N,Individual structural N for Sockeye_salmon cohort 2,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Sockeye_salmon3_StructN,FALSE,2,[ z b ],tracer,mg N,Individual structural N for Sockeye_salmon cohort 3,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Sockeye_salmon4_StructN,FALSE,2,[ z b ],tracer,mg N,Individual structural N for Sockeye_salmon cohort 4,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Sockeye_salmon5_StructN,FALSE,2,[ z b ],tracer,mg N,Individual structural N for Sockeye_salmon cohort 5,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Sockeye_salmon1_ResN,FALSE,2,[ z b ],tracer,mg N,Individual reserve N for Sockeye_salmon cohort 1,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Sockeye_salmon2_ResN,FALSE,2,[ z b ],tracer,mg N,Individual reserve N for Sockeye_salmon cohort 2,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Sockeye_salmon3_ResN,FALSE,2,[ z b ],tracer,mg N,Individual reserve N for Sockeye_salmon cohort 3,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Sockeye_salmon4_ResN,FALSE,2,[ z b ],tracer,mg N,Individual reserve N for Sockeye_salmon cohort 4,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Sockeye_salmon5_ResN,FALSE,2,[ z b ],tracer,mg N,Individual reserve N for Sockeye_salmon cohort 5,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Pink_salmon_N,FALSE,2,[ z b ],tracer,mg N m-3,Pink_salmon total N,0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,constant,uniform,0,0
Pink_salmon1_Nums,FALSE,2,[ z b ],tracer,1,Numbers of Pink_salmon cohort 1,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,custom,surface,0,0
Pink_salmon2_Nums,FALSE,2,[ z b ],tracer,1,Numbers of Pink_salmon cohort 2,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,custom,surface,0,0
Pink_salmon3_Nums,FALSE,2,[ z b ],tracer,1,Numbers of Pink_salmon cohort 3,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,custom,surface,0,0
Pink_salmon4_Nums,FALSE,2,[ z b ],tracer,1,Numbers of Pink_salmon cohort 4,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,custom,surface,0,0
Pink_salmon5_Nums,FALSE,2,[ z b ],tracer,1,Numbers of Pink_salmon cohort 5,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,custom,surface,0,0
Pink_salmon1_StructN,FALSE,2,[ z b ],tracer,mg N,Individual structural N for Pink_salmon cohort 1,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Pink_salmon2_StructN,FALSE,2,[ z b ],tracer,mg N,Individual structural N for Pink_salmon cohort 2,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Pink_salmon3_StructN,FALSE,2,[ z b ],tracer,mg N,Individual structural N for Pink_salmon cohort 3,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Pink_salmon4_StructN,FALSE,2,[ z b ],tracer,mg N,Individual structural N for Pink_salmon cohort 4,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Pink_salmon5_StructN,FALSE,2,[ z b ],tracer,mg N,Individual structural N for Pink_salmon cohort 5,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Pink_salmon1_ResN,FALSE,2,[ z b ],tracer,mg N,Individual reserve N for Pink_salmon cohort 1,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Pink_salmon2_ResN,FALSE,2,[ z b ],tracer,mg N,Individual reserve N for Pink_salmon cohort 2,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Pink_salmon3_ResN,FALSE,2,[ z b ],tracer,mg N,Individual reserve N for Pink_salmon cohort 3,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Pink_salmon4_ResN,FALSE,2,[ z b ],tracer,mg N,Individual reserve N for Pink_salmon cohort 4,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Pink_salmon5_ResN,FALSE,2,[ z b ],tracer,mg N,Individual reserve N for Pink_salmon cohort 5,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Chum_salmon_N,FALSE,2,[ z b ],tracer,mg N m-3,Chum_salmon total N,0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,constant,uniform,0,0
Chum_salmon1_Nums,FALSE,2,[ z b ],tracer,1,Numbers of Chum_salmon cohort 1,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,custom,surface,0,0
Chum_salmon2_Nums,FALSE,2,[ z b ],tracer,1,Numbers of Chum_salmon cohort 2,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,custom,surface,0,0
Chum_salmon3_Nums,FALSE,2,[ z b ],tracer,1,Numbers of Chum_salmon cohort 3,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,custom,surface,0,0
Chum_salmon4_Nums,FALSE,2,[ z b ],tracer,1,Numbers of Chum_salmon cohort 4,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,custom,surface,0,0
Chum_salmon5_Nums,FALSE,2,[ z b ],tracer,1,Numbers of Chum_salmon cohort 5,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,custom,surface,0,0
Chum_salmon1_StructN,FALSE,2,[ z b ],tracer,mg N,Individual structural N for Chum_salmon cohort 1,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Chum_salmon2_StructN,FALSE,2,[ z b ],tracer,mg N,Individual structural N for Chum_salmon cohort 2,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Chum_salmon3_StructN,FALSE,2,[ z b ],tracer,mg N,Individual structural N for Chum_salmon cohort 3,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Chum_salmon4_StructN,FALSE,2,[ z b ],tracer,mg N,Individual structural N for Chum_salmon cohort 4,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Chum_salmon5_StructN,FALSE,2,[ z b ],tracer,mg N,Individual structural N for Chum_salmon cohort 5,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Chum_salmon1_ResN,FALSE,2,[ z b ],tracer,mg N,Individual reserve N for Chum_salmon cohort 1,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Chum_salmon2_ResN,FALSE,2,[ z b ],tracer,mg N,Individual reserve N for Chum_salmon cohort 2,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Chum_salmon3_ResN,FALSE,2,[ z b ],tracer,mg N,Individual reserve N for Chum_salmon cohort 3,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Chum_salmon4_ResN,FALSE,2,[ z b ],tracer,mg N,Individual reserve N for Chum_salmon cohort 4,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Chum_salmon5_ResN,FALSE,2,[ z b ],tracer,mg N,Individual reserve N for Chum_salmon cohort 5,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Other_salmonids_N,FALSE,2,[ z b ],tracer,mg N m-3,Other_salmonids total N,0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,constant,uniform,0,0
Other_salmonids1_Nums,FALSE,2,[ z b ],tracer,1,Numbers of Other_salmonids cohort 1,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,custom,surface,0,0
Other_salmonids2_Nums,FALSE,2,[ z b ],tracer,1,Numbers of Other_salmonids cohort 2,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,custom,surface,0,0
Other_salmonids3_Nums,FALSE,2,[ z b ],tracer,1,Numbers of Other_salmonids cohort 3,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,custom,surface,0,0
Other_salmonids4_Nums,FALSE,2,[ z b ],tracer,1,Numbers of Other_salmonids cohort 4,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,custom,surface,0,0
Other_salmonids5_Nums,FALSE,2,[ z b ],tracer,1,Numbers of Other_salmonids cohort 5,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,custom,surface,0,0
Other_salmonids6_Nums,FALSE,2,[ z b ],tracer,1,Numbers of Other_salmonids cohort 6,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,custom,surface,0,0
Other_salmonids7_Nums,FALSE,2,[ z b ],tracer,1,Numbers of Other_salmonids cohort 7,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,custom,surface,0,0
Other_salmonids8_Nums,FALSE,2,[ z b ],tracer,1,Numbers of Other_salmonids cohort 8,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,custom,surface,0,0
Other_salmonids1_StructN,FALSE,2,[ z b ],tracer,mg N,Individual structural N for Other_salmonids cohort 1,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Other_salmonids2_StructN,FALSE,2,[ z b ],tracer,mg N,Individual structural N for Other_salmonids cohort 2,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Other_salmonids3_StructN,FALSE,2,[ z b ],tracer,mg N,Individual structural N for Other_salmonids cohort 3,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Other_salmonids4_StructN,FALSE,2,[ z b ],tracer,mg N,Individual structural N for Other_salmonids cohort 4,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Other_salmonids5_StructN,FALSE,2,[ z b ],tracer,mg N,Individual structural N for Other_salmonids cohort 5,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Other_salmonids6_StructN,FALSE,2,[ z b ],tracer,mg N,Individual structural N for Other_salmonids cohort 6,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Other_salmonids7_StructN,FALSE,2,[ z b ],tracer,mg N,Individual structural N for Other_salmonids cohort 7,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Other_salmonids8_StructN,FALSE,2,[ z b ],tracer,mg N,Individual structural N for Other_salmonids cohort 8,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Other_salmonids1_ResN,FALSE,2,[ z b ],tracer,mg N,Individual reserve N for Other_salmonids cohort 1,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Other_salmonids2_ResN,FALSE,2,[ z b ],tracer,mg N,Individual reserve N for Other_salmonids cohort 2,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Other_salmonids3_ResN,FALSE,2,[ z b ],tracer,mg N,Individual reserve N for Other_salmonids cohort 3,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Other_salmonids4_ResN,FALSE,2,[ z b ],tracer,mg N,Individual reserve N for Other_salmonids cohort 4,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Other_salmonids5_ResN,FALSE,2,[ z b ],tracer,mg N,Individual reserve N for Other_salmonids cohort 5,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Other_salmonids6_ResN,FALSE,2,[ z b ],tracer,mg N,Individual reserve N for Other_salmonids cohort 6,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Other_salmonids7_ResN,FALSE,2,[ z b ],tracer,mg N,Individual reserve N for Other_salmonids cohort 7,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Other_salmonids8_ResN,FALSE,2,[ z b ],tracer,mg N,Individual reserve N for Other_salmonids cohort 8,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Hatchery_Chinook_salmon_N,FALSE,2,[ z b ],tracer,mg N m-3,Hatchery_Chinook_salmon total N,0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,constant,uniform,0,0
Hatchery_Chinook_salmon1_Nums,FALSE,2,[ z b ],tracer,1,Numbers of Hatchery_Chinook_salmon cohort 1,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,custom,surface,0,0
Hatchery_Chinook_salmon2_Nums,FALSE,2,[ z b ],tracer,1,Numbers of Hatchery_Chinook_salmon cohort 2,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,custom,surface,0,0
Hatchery_Chinook_salmon3_Nums,FALSE,2,[ z b ],tracer,1,Numbers of Hatchery_Chinook_salmon cohort 3,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,custom,surface,0,0
Hatchery_Chinook_salmon1_StructN,FALSE,2,[ z b ],tracer,mg N,Individual structural N for Hatchery_Chinook_salmon cohort 1,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Hatchery_Chinook_salmon2_StructN,FALSE,2,[ z b ],tracer,mg N,Individual structural N for Hatchery_Chinook_salmon cohort 2,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Hatchery_Chinook_salmon3_StructN,FALSE,2,[ z b ],tracer,mg N,Individual structural N for Hatchery_Chinook_salmon cohort 3,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Hatchery_Chinook_salmon1_ResN,FALSE,2,[ z b ],tracer,mg N,Individual reserve N for Hatchery_Chinook_salmon cohort 1,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Hatchery_Chinook_salmon2_ResN,FALSE,2,[ z b ],tracer,mg N,Individual reserve N for Hatchery_Chinook_salmon cohort 2,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Hatchery_Chinook_salmon3_ResN,FALSE,2,[ z b ],tracer,mg N,Individual reserve N for Hatchery_Chinook_salmon cohort 3,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Hatchery_Coho_salmon_N,FALSE,2,[ z b ],tracer,mg N m-3,Hatchery_Coho_salmon total N,0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,constant,uniform,0,0
Hatchery_Coho_salmon1_Nums,FALSE,2,[ z b ],tracer,1,Numbers of Hatchery_Coho_salmon cohort 1,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,custom,surface,0,0
Hatchery_Coho_salmon2_Nums,FALSE,2,[ z b ],tracer,1,Numbers of Hatchery_Coho_salmon cohort 2,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,custom,surface,0,0
Hatchery_Coho_salmon3_Nums,FALSE,2,[ z b ],tracer,1,Numbers of Hatchery_Coho_salmon cohort 3,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,custom,surface,0,0
Hatchery_Coho_salmon1_StructN,FALSE,2,[ z b ],tracer,mg N,Individual structural N for Hatchery_Coho_salmon cohort 1,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Hatchery_Coho_salmon2_StructN,FALSE,2,[ z b ],tracer,mg N,Individual structural N for Hatchery_Coho_salmon cohort 2,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Hatchery_Coho_salmon3_StructN,FALSE,2,[ z b ],tracer,mg N,Individual structural N for Hatchery_Coho_salmon cohort 3,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Hatchery_Coho_salmon1_ResN,FALSE,2,[ z b ],tracer,mg N,Individual reserve N for Hatchery_Coho_salmon cohort 1,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Hatchery_Coho_salmon2_ResN,FALSE,2,[ z b ],tracer,mg N,Individual reserve N for Hatchery_Coho_salmon cohort 2,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Hatchery_Coho_salmon3_ResN,FALSE,2,[ z b ],tracer,mg N,Individual reserve N for Hatchery_Coho_salmon cohort 3,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,constant,uniform,0,0
Hatchery_Sockeye_salmon_N,FALSE,2,[ z b ],tracer,mg N m-3,Hatchery_Sockeye_salmon total N,0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,constant,uniform,0,0
Hatchery_Sockeye_salmon1_Nums,FALSE,2,[ z b ],tracer,1,Numbers of Hatchery_Sockeye_salmon cohort 1,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,custom,surface,0,0
Hatchery_Sockeye_salmon2_Nums,FALSE,2,[ z b ],tracer,1,Numbers of Hatchery_Sockeye_salmon cohort 2,0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,custom,surface,0,0
